Probeset	Gene	Type	SP4plus 1	SP4plus 2	SP8plus 1	SP8plus 2
41329_at	SCYL3	other	259.15	244.3	326	167.48
41386_i_at	KDM6B	other	577.8	557.1	982.11	386.75
41387_r_at	KDM6B	other	483.82	498.02	785.49	364.02
41397_at	ZNF821	other	287.97	291.45	289.62	146.23
41469_at	PI3	other	183.72	159.53	206.62	108.07
41512_at	BRAP	other	199.88	198.47	242.47	134.76
41553_at	OSGIN2	other	168.73	140.09	197.51	104.36
41577_at	PPP1R16B	other	562.95	556.99	863.14	384.92
41644_at	SASH1	other	248.73	212.12	289.69	141.94
41657_at	STK11	other	400.74	383.43	576.05	247.38
41660_at	CELSR1	other	153.75	133.75	171.23	95.564
41856_at	UNC5B	immunity	378.88	314.41	458.65	235.18
41858_at	PGAP2	other	314.77	323.33	417.22	210.86
564_at	GNA11	other	213.83	194.69	245.42	122.21
632_at	GSK3A	immunity	427.81	351.04	524.82	245.02
635_s_at	PPP2R5B	other	253.42	214.98	343.85	163.92
823_at	CX3CL1	immunity	164.02	128.64	168.92	99.469
42361_g_at	CCHCR1	other	207.51	173.09	250.6	130.76
43427_at	ACACB	other	183.75	154.54	239.15	108.62
43511_s_at	ARRB1	other	325.35	349.99	476.79	233.51
43544_at	MED16	other	299.47	309.75	402.82	195.89
43934_at	GPR137	other	366.48	311.8	447.66	216.8
43977_at	TMEM161A	other	677.3	674.01	1011.9	433.86
44040_at	FBXO41 /// LOC101927826	other	306.68	309.74	462.24	221.19
44065_at	RITA1	other	204.47	210.44	259.78	140.81
44111_at	VPS33B	other	289.8	274.71	382.39	180.38
44120_at	ADCK2	other	336.93	331.34	473.2	220.57
44146_at	GMEB2	other	529.41	505.12	679.28	309.27
44563_at	WRAP53	other	445.04	351.09	644.69	252.79
44617_at	OGFOD2	other	429.54	374.04	575.37	258.86
44654_at	G6PC3	other	360.65	302.18	523.02	233.91
44669_at	SDHAF1	other	300.87	303.28	372.95	194.4
44673_at	SIGLEC1	immunity	244.62	206.23	278.95	155.83
44696_at	TBC1D13	other	371.99	314.87	510.28	230.51
44702_at	SYDE1	other	291.68	245.13	342.61	164.54
44783_s_at	HEY1	other	205.81	163.56	244.78	124.64
44790_s_at	KIAA0226L	other	123.74	103.53	171.99	78.007
44822_s_at	MIER2	other	235.29	215.64	311.54	136.6
45288_at	ABHD6	other	169.61	144.27	195.54	115.85
45297_at	EHD2	other	245.69	207.94	272.47	139.59
45526_g_at	NAA60	other	777.3	782.07	1561.1	605.57
45572_s_at	GGA1	other	1109.7	1194.4	1826.7	821.37
45633_at	GINS3	other	143.77	144.59	204.17	110.92
45653_at	KCTD13	other	264.93	220.18	343.61	155.41
45687_at	PRR14	other	772.51	639.78	1091.6	415.67
45714_at	HCFC1R1	other	249.9	224.48	305.43	146.72
45749_at	FAM65A	other	530.87	405.43	717.04	284.24
45828_at	ATP5SL	other	361.36	403.73	555.61	279.83
46142_at	LMF1	other	196.92	160.91	233.56	115.45
46167_at	MROH7-TTC4 /// TTC4	other	259.43	349.55	434.12	214.36
46256_at	SPSB3	other	1189.2	1576.7	2015.5	1043.3
46270_at	UBAP1	other	303.32	289.94	432.36	205.98
46323_at	CANT1	other	370.75	402.6	525.68	242.51
46665_at	SEMA4C	immunity	437.65	353.33	428	184.95
46947_at	GNL3L	other	190.98	143.59	220.93	106.91
47069_at	PRR5	other	329.32	303.96	690.68	302.49
47083_at	C7orf26	other	507.98	539.48	774.93	363.93
47105_at	DUS2	other	225.84	203.39	281	143.33
47530_at	C9orf156	other	398	388.78	506.97	250.74
47550_at	LZTS1	immunity	165.28	156.45	212.49	110.26
47553_at	DFNB31	other	163.49	131.91	196.83	101.4
47560_at	LPHN1	other	329.25	352.42	427.4	204.43
47571_at	ZNF236	other	326.89	265.1	412.27	163.3
47608_at	TJAP1	other	453.66	489.9	680.03	282.56
47773_at	FBXO42	other	290.99	275	413.37	191.83
48030_i_at	FAXDC2	other	522.63	423.51	652.53	295.86
48031_r_at	FAXDC2	other	178.21	137.42	198.24	102.73
48106_at	SLC48A1	other	239.5	218.09	341.7	173.3
48117_at	CCDC101	other	363	351.6	448.16	257.96
48531_at	TNIP2	other	367.83	350.35	544.17	257.61
48580_at	CXXC1	other	1307.4	1259.9	1786.8	773.09
49111_at	ARRB1	other	270.16	290.07	378.47	191.03
49306_at	RASSF4	other	133.33	116.15	162.93	97.091
49327_at	SIRT3	other	444.34	379.52	551.1	250.52
49452_at	ACACB	other	187.58	152.99	225.65	107.32
49485_at	PRDM4	other	256.62	259.71	332.83	175.26
49878_at	PEX16	other	600.87	504.63	782.38	362.31
50221_at	TFEB	immunity	212.42	208	232.51	122.6
50277_at	GGA1	other	1244	1251.7	1947.1	833.41
50314_i_at	C20orf27	other	292.36	244.56	410.49	191.78
50374_at	OXLD1	other	404.51	455.76	621.72	343.99
50376_at	ZNF444	other	499.45	468.96	609.56	306.62
50400_at	PAOX	other	191.12	188.3	239.95	128.3
50965_at	RAB26	other	237.76	191.84	260.81	130.54
51146_at	PIGV	other	170.79	161.75	227.55	126.98
51158_at	FAM174B	other	310.5	257.55	279.39	141.19
51176_at	MED27	other	438.64	429.56	580.12	298.72
51192_at	SSH3	other	252.35	209.5	314.65	163.11
51200_at	C19orf60	other	441.67	447.53	682.84	308.99
51226_at	RP11-10N23.4	other	145.97	120.96	169.31	94.686
51228_at	RBM12B	other	200.78	198.58	260.89	142.08
52005_at	WIZ	other	268.59	278.07	401.88	195.72
52078_at	TMEM222	other	637.19	591.32	894.13	385.16
52159_at	HEMK1	other	350.95	300.43	504.32	230.74
52164_at	C11orf24	other	221.63	205.24	295.5	146.62
52169_at	STRADA	other	487.65	473.46	747.18	293.93
52255_s_at	COL5A3	other	201.69	164.43	229.26	125.32
52285_f_at	CEP76	other	153.75	149.55	210.17	103.02
52651_at	COL8A2	other	191.73	172.01	228.86	119.18
52731_at	AMBRA1	other	206.08	186.52	251.58	120.1
52741_at	TRMT61A	other	290.99	281.55	380.22	197.12
52837_at	KIAA1644	other	182.54	146.67	209.54	108.51
52940_at	SIGIRR	immunity	815.39	746.57	1326	539.29
52975_at	MVB12B	other	246.4	230.25	658.13	297.52
53071_s_at	OGFOD3	other	219.7	238.12	299.51	150.51
53076_at	B4GALT7	other	209.83	232.98	316.02	162.87
53202_at	C7orf25 /// PSMA2	other	139.01	128.17	166.48	90.26
53720_at	C19orf66	other	550.15	600.43	892.06	404.7
53912_at	SNX11	other	412.41	360.7	485.34	280.4
53968_at	INTS5	other	307.6	321.34	473.16	216.7
53987_at	RANBP10	other	302.95	282.46	412.1	199.29
53991_at	DENND2A	other	197.87	159.44	228.47	117.58
54037_at	HPS4	other	180.72	163.82	226.31	123.21
54051_at	PKNOX1	other	173.95	165.58	219.31	117.76
54632_at	THADA	other	240.84	235.57	385.85	165.83
54970_at	ZMIZ2	other	624.21	627.01	939.61	412.73
55065_at	MARK4	other	286.4	229.75	391.51	176.69
55081_at	MICALL1	other	243.63	216.93	269.97	123.58
55093_at	CHPF2	other	514.32	415.91	682.77	270.61
55583_at	DOCK6	other	275.26	231.25	310.95	168.68
55616_at	PGAP3	other	465.74	420.17	499.88	245.1
55662_at	C10orf76	other	188.18	195.48	250.6	138.51
55692_at	ELMO2	immunity	252.15	245.7	431.45	181.67
55705_at	R3HDM4	other	1469.7	1568.5	2098	1054.4
56197_at	PLSCR3 /// TMEM256-PLSCR3	other	1031.9	1023.5	1322.4	638.68
56256_at	SIDT2	immunity	522.05	527.74	659.1	275.57
56821_at	SLC38A7	other	307.39	239.68	354.41	172.59
56829_at	TRAPPC9	other	429.89	372.67	585.3	252.38
56919_at	WDR48	other	281.46	284.63	391.16	191.81
57082_at	LDLRAP1	other	759.49	690.55	1602.3	679.83
57163_at	ELOVL1 /// MIR6734	other	326.28	239.95	456.11	200.77
57516_at	ZNF764	other	247.89	238.97	285.35	142.67
57532_at	DVL2	other	314.02	348.34	492.94	255.47
57539_at	LIME1 /// ZGPAT	immunity	371.52	322.17	545.77	223.24
57540_at	RBKS	other	186.89	164.71	208.1	109.37
57588_at	SLC24A3	other	153.15	115.91	161.96	88.906
57703_at	SENP5	other	167.61	139.88	193.22	104.11
57715_at	CALHM2	other	238.15	243.52	312.26	157.54
57739_at	DND1	other	242.8	206.83	324.31	146.3
58308_at	TRIM62	immunity	241.37	228.68	325.15	152.73
58696_at	EXOSC4	other	336.57	336.86	453.06	234.46
58916_at	KCTD14 /// NDUFC2-KCTD14	other	147.34	118.21	158.76	89.863
58994_at	CC2D1A	other	190.47	168.18	253.08	124.56
59625_at	NOL3	other	165.86	146.66	183.78	106.9
59631_at	TXNRD3 /// TXNRD3NB	other	218.28	193.65	256	127.3
59644_at	BMP2K	other	187.06	181.36	221.38	118.74
59697_at	RAB15	other	519.59	518.85	801.81	371.05
59705_at	SCLY	other	191.91	149.58	205.54	120.48
48612_at	N4BP1	other	786.94	679.49	1060.2	449.95
48659_at	MIIP	other	507.07	479.75	706.62	305.28
48808_at	DHFR	other	219.59	169.07	262.05	115.13
48825_at	ING4	other	458.23	467.56	583.21	293.57
49049_at	DTX3	other	231.04	188.77	294.1	142.12
49051_g_at	DTX3	other	170.95	134.06	205.78	107.04
49077_at	PPME1	other	489.6	447.38	574.45	246.98
49329_at	KLHL22	other	310.14	256.28	411.46	186.36
49679_s_at	MMP24-AS1	other	293.79	253.73	365.47	182.8
51774_s_at	UBE2D4	other	506.45	466.9	586.64	288.41
55872_at	ZNF512B	other	420.38	400.07	599.84	250.8
56748_at	TRIM10	other	163.72	133.07	181.1	102.56
58367_s_at	ZNF419	other	463.83	426.81	614.86	292.98
58780_s_at	ARHGEF40	other	167.62	139.97	191.9	102.8
58900_at	UBE2D4	other	476.97	413.69	579.73	254.63
59375_at	MYO15B	other	321.77	256.94	503.15	212.82
59433_at	LOC102725263 /// LOC389906	other	201.49	174.86	246.73	118.34
59437_at	C9orf116	other	154.7	124.14	162.74	93.608
59999_at	HIF1AN	other	307.7	295.23	402.33	207.86
60084_at	CYLD	immunity	184.56	157.32	200.62	99.731
60471_at	RIN3	other	568.97	602.4	743.28	340.99
60474_at	FERMT1	other	155.45	118.97	153.89	88.881
60528_at	JMJD7-PLA2G4B /// PLA2G4B	other	698.67	609.98	976.71	349.75
60794_f_at	ZNF814	other	165.09	112.02	174.21	82.775
60815_at	POLR2J4	other	151.56	113.37	178.87	85.135
61297_at	CASKIN2	other	224.79	191.39	263.12	136.27
61732_r_at	IFT74	other	108.15	91.482	115.93	71.874
61734_at	RCN3	other	242.99	220.46	225.47	117.37
61874_at	CACFD1	other	475.56	454.87	691.88	331.62
62212_at	C1orf50 /// LOC100129924	other	331.34	352.71	464.96	243.7
62987_r_at	CACNG4	other	778.28	668.83	888.96	438.17
63009_at	SHQ1	other	311.21	376.72	443.9	230.07
63305_at	PKNOX2	other	179.55	142.44	206.7	103.18
63825_at	ABHD2	other	220.1	205.32	267.34	137.81
64064_at	GIMAP1-GIMAP5 /// GIMAP5	immunity	888.26	956.73	1064.1	517.98
64371_at	SUGP2	other	229.33	166.01	299.36	122.73
64408_s_at	CALML4	other	189.07	167.5	196.65	102.48
64418_at	SYNRG	other	461.19	517.84	834.57	404.54
64432_at	MAPKAPK5-AS1	other	221.15	188.97	245.59	140.25
64438_at	OGFOD3	other	253.32	206.13	314.33	148.96
64440_at	IL17RC	other	366.37	330.6	447.6	221.69
64474_g_at	DGCR8 /// MIR1306	other	372.55	312.27	490.34	220.77
64486_at	CORO1B	other	711.66	938.59	675.33	335.96
64488_at	IRGQ	immunity	221.72	225.32	302.51	157.03
64883_at	MOSPD2	other	235.6	197.65	298.54	135.29
64899_at	LPPR2	other	297.71	284.57	356.87	190.99
64900_at	TMEM231	other	143.85	117.38	160.62	86.468
64942_at	GPR153	other	393.92	374.96	475.32	245.34
65086_at	YIPF2	other	344.72	276.43	431.9	188.03
65133_i_at	INO80B /// INO80B-WBP1	other	219.9	168.99	268.02	121.28
65438_at	TLDC1	other	203.55	182.93	248	117
65472_at	C2orf68	other	210.22	190.62	281.27	140.77
65493_at	HEATR6	other	188.18	179.85	226.69	122.59
65517_at	AP1M2	other	209.97	163.92	229.11	122.79
65521_at	UBE2D4	other	413.41	373.1	494.47	248.74
65585_at	FAM86B1 /// FAM86B2 /// FAM86C1 /// FAM86DP /// FAM86FP	other	216.87	215.11	281.74	143.1
65588_at	SNHG17	other	374.28	312.1	512.49	220.61
65591_at	WDR48	other	407.35	346.02	593.89	228.86
65630_at	TMEM80	other	252.63	251.24	381.61	190.2
65635_at	ENGASE	other	761.53	760.73	1215.3	505.31
65718_at	GPR124	other	175.77	149.26	191.03	103.67
65770_at	RHOT2	other	663.62	661.55	1039.8	419.76
65884_at	MAN1B1	other	341.53	344.8	553.79	230.15
66053_at	HNRNPUL2 /// HNRNPUL2-BSCL2	other	150.38	126.84	175.1	92.557
71933_at	WNT6	other	386.11	335.44	484.28	215.58
74694_s_at	RABEP2	other	276.45	251.94	398.52	160.88
76897_s_at	FKBP15	other	152.05	103.68	141.8	76.411
79005_at	SLC35E1	other	335.72	300.49	438.46	193.55
81737_at	LOC100505915	other	204.65	164.03	257.99	124.98
77508_r_at	RABEP2	other	578.96	515.42	710.52	352.64
78047_s_at	MMP24-AS1	other	593.88	572.84	833.45	362.64
78330_at	ZNF335	other	253.32	194	283.92	126.6
78383_at	TOPORS-AS1	other	404.78	356.49	575.52	290.8
78495_at	ZNF783	other	357.16	315.47	500.27	240.74
81811_at	---	other	232.66	197.17	294.23	141.91
87100_at	ABHD2	other	145.63	116.58	170.54	84.094
89476_r_at	NPEPL1	other	346.19	341.07	454.71	239.41
89948_at	PCIF1	other	287.15	301.46	386.03	206.57
89977_at	ACSM5	other	205.52	161.74	226.55	118.66
90265_at	ADAP1	other	450.42	382.86	558.9	242.99
90610_at	LRCH4	other	1056.6	1233.9	1728.8	883.02
91580_at	LRTM1	other	148.05	112.47	153.57	86.791
91617_at	DGCR8 /// MIR1306	other	284.65	286.21	412.22	205.81
91682_at	---	other	359.2	289.43	423.51	195.64
91684_g_at	EXOSC4	other	263.77	233.77	315.33	176.26
91703_at	EHBP1L1	other	390.37	308.9	511.05	189.46
91816_f_at	MEX3D	other	152.73	142.18	178.88	92.65
91826_at	EPS8L1	other	208.61	185.36	247.87	132.47
91920_at	BCAN	immunity	271.94	229.11	330.87	159.46
91952_at	DCAF15	other	432.64	366.91	718.54	244.08
200593_s_at	HNRNPU	other	919.98	743.77	1083.3	432.05
200594_x_at	HNRNPU	other	1864.4	1820.5	2798.8	1040.9
200595_s_at	EIF3A	other	488.88	414.9	737.19	262.85
200596_s_at	EIF3A	other	698.95	791.2	1137.7	504.22
200597_at	EIF3A	other	301.97	277.12	406.3	176.47
200598_s_at	HSP90B1 /// MIR3652	immunity	804.86	513.96	1166	395.92
200599_s_at	HSP90B1 /// MIR3652	immunity	1113.4	1159.3	1990.4	886.04
200600_at	MSN	other	1625.7	1721.8	2622.4	1088.1
200601_at	ACTN4	other	306.46	249.52	489.22	184.99
200602_at	APP	immunity	344.52	365.43	376.26	185.8
200603_at	PRKAR1A	immunity	733.47	849.98	1149.4	505.31
200604_s_at	PRKAR1A	immunity	705.9	324.76	667.18	186.51
200605_s_at	PRKAR1A	immunity	902.83	991.56	1435.9	548.35
200606_at	DSP	other	166.83	132.85	186.45	98.837
200607_s_at	RAD21	other	616.91	564.88	746.5	322.29
200608_s_at	RAD21	other	486.99	711.33	949.15	387.29
200609_s_at	WDR1	other	1650	1906.1	2292.7	1053.3
200610_s_at	NCL	other	1065	1015.9	1819.8	618.59
200611_s_at	WDR1	other	1921.2	1533.9	2468.3	989.22
200612_s_at	AP2B1	other	403.4	669.49	688.26	397.83
200613_at	AP2M1	other	769.97	849.31	1212.2	565.48
200614_at	CLTC	other	1340.7	1611.5	1951	887.15
200615_s_at	AP2B1	other	328.52	304.86	448.03	187.4
200616_s_at	MLEC	other	366.94	444.93	621.04	259.06
200617_at	MLEC	other	557.44	611.97	783.81	339.66
200618_at	LASP1	other	1062.7	1158.2	2149.7	878.77
200619_at	SF3B2	other	791.36	1006.3	1292.4	606.05
200620_at	TMEM59	other	1093.8	1259.7	1701	737.08
200621_at	CSRP1	other	366.84	348.62	468.71	223.84
200622_x_at	CALM1 /// CALM2 /// CALM3	immunity	572.91	594.8	668.14	317.5
200623_s_at	CALM1 /// CALM2 /// CALM3	immunity	653.68	633.51	936.31	364.72
200624_s_at	MATR3 /// SNHG4	other	991.99	891.85	1145.4	531.3
200625_s_at	CAP1	other	1887.1	1944.1	3304.1	1190.2
200626_s_at	MATR3 /// SNHG4	other	714.52	848.85	1181.3	486.65
200627_at	PTGES3	other	1059.3	1506.2	1963.8	826.46
200628_s_at	WARS	other	311.9	250.94	417.25	158.02
200629_at	WARS	other	307.27	314.1	433.67	222.24
200630_x_at	SET /// SETSIP	other	1691.2	1583.6	3129.5	1041.4
200631_s_at	SET /// SETSIP	other	1879	2361	3213.8	1718.7
200632_s_at	NDRG1	other	458.07	471.86	610	309.76
200633_at	UBB	immunity	7512.1	7277.5	10963	5042.2
200634_at	PFN1	other	3095.9	3302.2	4739.4	1844.8
200635_s_at	PTPRF	immunity	172.21	136.84	202.24	106.56
200636_s_at	PTPRF	immunity	159.6	130.25	199.7	103.03
200637_s_at	PTPRF	immunity	140.37	118.53	173.57	92.819
200638_s_at	YWHAZ	other	1266.3	1409.8	2072.8	779.97
200639_s_at	YWHAZ	other	1053.6	1508.7	1582.8	825.42
200640_at	YWHAZ	other	2024.6	2118.6	2922.1	1252.5
200641_s_at	YWHAZ	other	1591.8	1077.5	1858.2	566.13
200642_at	SOD1	other	1400.1	1531.9	2730.6	1044.1
200643_at	HDLBP	other	299.76	334.25	423.53	223.43
200644_at	MARCKSL1	other	1273.1	1395.1	1625.8	684.94
200645_at	GABARAP	other	1441.1	1487.2	2105.8	981.28
200646_s_at	NUCB1	other	262.43	166.05	368.48	119.61
200647_x_at	EIF3C /// EIF3CL	other	1550.2	1613.6	2150	996.14
200648_s_at	GLUL	other	199.57	154.41	226.94	101.77
200649_at	NUCB1	other	510.58	387.88	771.49	255.79
200650_s_at	LDHA	other	2022.3	2513.6	3186.3	1633.6
200651_at	GNB2L1 /// SNORD95 /// SNORD96A	other	6289.3	6049.7	9218.6	4992.9
200652_at	SSR2	other	1549.3	1812.2	2090.5	1156.3
200653_s_at	CALM1 /// CALM2 /// CALM3	immunity	737.48	1000.9	1482.4	606.5
200654_at	P4HB	other	606.63	574.42	850.6	429.43
200655_s_at	CALM1 /// CALM2 /// CALM3	immunity	1363.9	1685	1918	923.87
200656_s_at	P4HB	other	560.2	552.73	967.31	344.13
200657_at	SLC25A5	other	2602.9	2931.3	4292.4	1959.2
200658_s_at	PHB	other	360.41	405.65	580.73	268.66
200659_s_at	PHB	other	331.79	321.35	464.68	237.25
200660_at	S100A11	other	389.8	421.62	350.41	143.72
200661_at	CTSA	other	410.98	359.16	803.31	280.96
200662_s_at	TOMM20	other	599.17	642.88	868.88	421.53
200663_at	CD63	other	372.93	438.43	1062.5	428.77
200664_s_at	DNAJB1	other	534.54	333.09	666.47	238.29
200665_s_at	SPARC	immunity	132.17	112.65	137.29	79.625
200666_s_at	DNAJB1	other	473.63	601.97	798.68	440.12
200667_at	UBE2D3	immunity	911.82	1168.7	1475.5	678.52
200668_s_at	UBE2D3	immunity	1674.3	1997.4	2486.4	1187.6
200669_s_at	UBE2D3	immunity	1209.3	1213.5	1698.7	710.54
200670_at	XBP1	immunity	295.35	347.79	416.67	225.93
200671_s_at	SPTBN1	other	285.26	201.28	259.43	126.53
200672_x_at	SPTBN1	other	541.57	384.06	459.33	197.55
200673_at	LAPTM4A	other	769.07	573.59	1134.9	338.42
200674_s_at	RPL32	other	11000	10356	16154	8404.9
200675_at	CD81	immunity	1045.9	1364.3	1929.6	775.87
200676_s_at	UBE2L3	other	291.65	255.27	365.74	167.33
200677_at	PTTG1IP	other	933.66	1091.2	1330.6	596.19
200678_x_at	GRN	other	420.88	398.1	416.22	205.76
200679_x_at	HMGB1	immunity	973.59	919.03	1325.3	602.15
200680_x_at	HMGB1	immunity	2445.6	2513	3379.1	1596.9
200681_at	GLO1	other	555.4	601.88	748.81	356.79
200682_s_at	UBE2L3	other	866.84	1040.5	1418.8	619.58
200683_s_at	UBE2L3	other	564.48	568.36	736.29	327.85
200684_s_at	UBE2L3	other	378.56	336.7	522.91	219.5
200685_at	SRSF11	other	252.09	281.22	341.55	174.63
200686_s_at	SRSF11	other	544.82	808.65	1085.2	462.13
200687_s_at	SF3B3	other	472.06	499.48	838.54	321.16
200688_at	SF3B3	other	219.02	195.75	279.77	143.54
200689_x_at	EEF1G /// MIR3654	other	7162.3	9217.9	12089	6558.6
200690_at	HSPA9	other	181.75	183.24	232.77	126.32
200691_s_at	HSPA9	other	613.37	758.77	968.67	451.48
200692_s_at	HSPA9	other	347.79	391.53	490.75	235.08
200693_at	YWHAQ	other	1235.8	1343.8	2073.8	821.91
200694_s_at	DDX24	other	805.88	1051.9	1343.7	597.92
200695_at	PPP2R1A	other	710.13	598.19	987.81	413.66
200696_s_at	GSN	other	301.11	242.41	337.11	167.8
200697_at	HK1	other	982.43	1061.9	1460.3	613.84
200698_at	KDELR2	other	223.48	250.44	289.96	149.44
200699_at	KDELR2	other	237.52	315.81	364.97	187.84
200700_s_at	KDELR2	other	463.96	438.67	672.47	293.82
200701_at	NPC2	other	428.78	484.79	494.36	265.36
200702_s_at	DDX24	other	332.36	396.17	452.14	242.98
200703_at	DYNLL1	other	917.98	1164.3	1242.8	627.45
200704_at	LITAF	other	635.3	663.75	1213.5	447.96
200705_s_at	EEF1B2 /// SNORA41	other	3782.2	4766.9	6557.9	3536.6
200706_s_at	LITAF	other	420.56	394.94	669.97	267.61
200707_at	PRKCSH	immunity	515.36	401.98	835.79	260.42
200708_at	GOT2	other	507.78	450.29	712.5	326.33
200709_at	FKBP1A /// LOC101929368	immunity	772.77	750.85	1038.8	512.98
200710_at	ACADVL	other	645.26	700.37	1144.6	477.5
200711_s_at	SKP1	other	534.85	518.96	639.57	311.04
200712_s_at	MAPRE1	other	589.66	509.4	650.87	257.85
200713_s_at	MAPRE1	other	1735.7	2094.8	2608.3	1065.9
200714_x_at	OS9	other	1051.7	926.03	1376.6	624
200715_x_at	RPL13A /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A	other	4838.4	5540.4	7716.3	4160.9
200716_x_at	RPL13A /// RPL13AP5 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A	other	10493	12280	18360	8981.5
200717_x_at	RPL7	other	8417.9	8504.5	12532	6092.1
200718_s_at	SKP1	other	1941.6	2091.7	2778.1	1187
200719_at	SKP1	other	322.45	344.17	470.44	213.49
200720_s_at	ACTR1A	other	556.02	375.68	552.61	228.65
200721_s_at	ACTR1A	other	399.34	396.21	669.05	242.02
200722_s_at	CAPRIN1	other	569.98	363.78	640.03	228.36
200723_s_at	CAPRIN1	other	1086.5	863.72	1416.8	523.44
200724_at	RPL10 /// SNORA70	other	210.84	164.86	243.86	122.37
200725_x_at	RPL10 /// SNORA70	other	9942.4	11365	15321	8342.2
200726_at	PPP1CC	other	1109.3	1277.7	1305	831.84
200727_s_at	ACTR2	immunity	856.77	292.5	979.6	198.94
200728_at	ACTR2	immunity	1598.8	2180.4	2786.5	1164.1
200729_s_at	ACTR2	immunity	795.83	863.06	1055.6	460.82
200730_s_at	PTP4A1	other	272.03	151.96	313.16	98.768
200731_s_at	PTP4A1	other	240.93	234.74	277.27	138.67
200732_s_at	PTP4A1	other	471.52	539.98	571.53	296.01
200733_s_at	PTP4A1	other	204.53	204.72	226.76	127.47
200734_s_at	ARF3	other	652.21	661.23	900	391.97
200735_x_at	NACA	other	6184.6	5918	9190.3	4299.3
200736_s_at	GPX1	other	486.3	647.38	827.47	472.81
200737_at	PGK1	other	783.02	806.34	1040.8	544.04
200738_s_at	PGK1	other	1662.1	2089.6	2922.1	1390.2
200739_s_at	SUMO3	other	423.52	350.1	457.74	206.2
200740_s_at	SUMO3	other	829.72	1048.2	1275.3	565.54
200741_s_at	RPS27	other	8614.2	8474.5	13059	5699
200742_s_at	TPP1	other	563.82	446.29	796.08	262.59
200743_s_at	TPP1	other	711.88	704.34	1110.8	476.85
200744_s_at	GNB1	other	632.76	527.86	708.16	294.36
200745_s_at	GNB1	other	916.34	1265	1370.5	699.25
200746_s_at	GNB1	other	1015.9	1230.6	1623.3	705.1
200747_s_at	NUMA1	other	659.3	609.73	1294.3	354.88
200748_s_at	FTH1	immunity	1308.2	1550.8	1886.4	900.07
200749_at	RAN	other	254.15	317.44	366.36	195.76
200750_s_at	RAN	other	843.81	1202.3	1383.1	723.5
200751_s_at	HNRNPC	other	742.23	526.12	772.99	301.94
200752_s_at	CAPN1	other	335.2	264.73	484.69	176.63
200753_x_at	MIR636 /// SRSF2	other	621.13	665.81	1025.5	387.74
200754_x_at	MIR636 /// SRSF2	other	2163.7	2010.2	3009.4	1325.6
200755_s_at	CALU	other	245.91	215.35	352.11	141.08
200756_x_at	CALU	other	297.51	224.77	348.37	140.19
200757_s_at	CALU	other	397.59	435.55	536.54	285.2
200758_s_at	NFE2L1	other	505.73	441.43	698.31	277.01
200759_x_at	NFE2L1	other	487.13	480.62	733.11	317.46
200760_s_at	ARL6IP5	other	1899.4	1555.9	1982.4	889.39
200761_s_at	ARL6IP5	other	1340.8	1534.4	1701.2	891.6
200762_at	DPYSL2	other	330.7	409.93	365.49	190.88
200763_s_at	RPLP1	other	6895.9	7532.7	12037	5627
200764_s_at	CTNNA1	other	227.68	213.39	219.7	117.33
200765_x_at	CTNNA1	other	227.96	204.71	217.65	107.45
200766_at	CTSD	other	344.21	331.57	480.4	235.33
200767_s_at	FAM120A	other	268.58	247.47	370.21	173.07
200768_s_at	MAT2A	other	610.88	719.84	1177.6	562.66
200769_s_at	MAT2A	other	436.97	294.48	474.14	190.37
200770_s_at	LAMC1	other	201.72	166.02	232.28	119.6
200771_at	LAMC1	other	158.13	137.92	194.07	103.3
200772_x_at	LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA	other	4177.6	3125.1	5000.2	2063.5
200773_x_at	PTMA	other	2879.8	3520.5	5180.6	2225.4
200774_at	FAM120A	other	900.27	887.14	1693.7	554.15
200775_s_at	HNRNPK	other	2156.7	1507	3646.3	915.49
200776_s_at	BZW1	other	603.68	407.13	774.67	272.39
200777_s_at	BZW1	other	849.71	1077	1563.8	744.43
200778_s_at	SEPT2	other	661.46	463.94	951.94	255.92
200779_at	ATF4	other	1588.3	1598.9	2071.4	1085.2
200780_x_at	GNAS	other	5858.3	6422.6	10835	4531.5
200781_s_at	RPS15A	other	6652.6	7633.7	10715	5468
200782_at	ANXA5	other	298.74	371.41	387.67	210.97
200783_s_at	STMN1	other	611.13	635.92	820.32	389.09
200784_s_at	LRP1	other	227.53	214.92	301.31	152.28
200785_s_at	LRP1	other	216.91	183.81	270.81	136.13
200786_at	PSMB7	other	855.6	1125.6	1322.8	698.28
200787_s_at	PEA15	other	207.54	165.71	232.68	119.52
200788_s_at	PEA15	other	272.18	296.47	342.89	185.38
200789_at	ECH1	other	565.01	558.66	811.1	386.28
200790_at	ODC1	other	720.26	683.63	1071.2	494.31
200791_s_at	IQGAP1	other	1074.5	1564.3	2168.1	898.92
200792_at	XRCC6	immunity	1290.6	1541.2	1912.7	893.21
200793_s_at	ACO2	other	530.85	484.43	802.03	337.77
