event-id	visible	timestamp	location-long	location-lat	argos:altitude	gps:hdop	ground-speed	heading	tag-tech-spec	tag-voltage	sensor-type	individual-taxon-canonical-name	tag-local-identifier	individual-local-identifier	study-name
1119958220	true	2015-11-27 15:57:00.000	9.110244	53.370525	5.0	1.3	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958219	true	2015-11-28 06:23:00.000	9.107998	53.370003	2.0	0.9	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958218	true	2015-11-28 15:57:00.000	9.113631	53.349995	10.0	1.1	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958217	true	2015-11-29 06:25:00.000	9.113948	53.348354	5.0	0.9	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958216	true	2015-11-29 15:56:00.000	9.109578	53.363358	1.0	1.4	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958215	true	2015-11-30 06:27:00.000	9.108909	53.348228	0.0	1.0	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958214	true	2015-11-30 15:56:00.000	9.113907	53.350113	4.0	1.2	0.0		3	3.63	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958213	true	2015-12-01 06:28:00.000	9.113485	53.350769	2.0	2.1	1.0		3	3.63	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958212	true	2015-12-01 15:56:00.000	9.143599	53.367035	55.0	1.2	22.0		3	3.63	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958211	true	2015-12-02 06:30:00.000	9.109155	53.349087	2.0	1.0	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958210	true	2015-12-02 15:54:00.000	9.109226	53.348442	-2.0	3.3	0.0		3	3.63	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958209	true	2015-12-03 06:31:00.000	9.108603	53.348408	3.0	1.8	0.0		3	3.63	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958208	true	2015-12-03 15:54:00.000	9.11793	53.351601	8.0	1.1	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958207	true	2015-12-04 06:32:00.000	9.113624	53.351353	5.0	1.1	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958206	true	2015-12-04 15:53:00.000	9.114525	53.351372	5.0	1.0	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958205	true	2015-12-05 06:34:00.000	9.113956	53.348362	4.0	1.2	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958204	true	2015-12-05 15:53:00.000	9.36096	53.385536	10.0	1.0	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958203	true	2015-12-06 06:35:00.000	9.325153	53.376366	13.0	0.8	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958202	true	2015-12-06 15:51:00.000	9.569928	53.259403	28.0	0.9	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958201	true	2015-12-07 06:36:00.000	9.569118	53.260033	24.0	1.2	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958200	true	2015-12-07 15:51:00.000	9.570416	53.259651	27.0	1.2	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958199	true	2015-12-08 06:35:00.000	9.570113	53.260288	26.0	0.8	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958198	true	2015-12-08 15:50:00.000	9.570363	53.25985	28.0	1.4	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958197	true	2015-12-09 06:36:00.000	9.570267	53.260052	29.0	0.9	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958196	true	2015-12-09 15:50:00.000	9.570162	53.259071	24.0	1.9	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958195	true	2015-12-10 06:38:00.000	9.570068	53.259296	29.0	0.9	0.0		3	3.64	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958194	true	2015-12-10 11:41:00.000	9.623796	53.279766	34.0	0.9	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958193	true	2015-12-10 12:12:00.000	9.637121	53.272266	36.0	1.3	0.0		3	3.66	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958192	true	2015-12-10 12:43:00.000	9.637557	53.272507	35.0	2.3	1.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958191	true	2015-12-10 13:13:00.000	9.636033	53.272831	31.0	2.2	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958190	true	2015-12-10 13:44:00.000	9.635656	53.272591	28.0	2.8	0.0		3	3.66	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958189	true	2015-12-10 14:14:00.000	9.638817	53.296185	34.0	1.4	2.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
1119958188	true	2015-12-10 14:45:00.000	9.63322	53.296234	35.0	3.8	0.0		3	3.65	gps	Grus grus	7558	7558	GPS telemetry of Common Cranes, Sweden
